Ticker,Description,Price,Change %,Change,Volume,Volume*Price,Market Capitalization,Relative Volume at Time,"Change 1m, %","Change 5m, %",Exchange,Pre-market Change,Open,Change from Open
CRDO,Credo Technology Group Holding Ltd,9.85,-2.95566502,-0.3,2397747,23617807.95,1457682222,0.87875122,0.05076142,0.4587156,NASDAQ,-0.2148,10.09,-0.24
KROS,"Keros Therapeutics, Inc.",51.08,-2.14559387,-1.12,290445,14835930.6,1457595222,0.89581923,-0.11760094,-0.43958191,NASDAQ,,52.31,-1.23
GEL,"Genesis Energy, L.P.",11.89,-0.66833751,-0.08,259238,3082339.82,1457466874,0.56901727,-0.25188917,-0.16806723,NYSE,,11.88,0.01
LOB,"Live Oak Bancshares, Inc.",32.98,-2.54137116,-0.86,283030,9334329.4,1455935434,0.95655733,0.06067961,-0.06060606,NYSE,-0.2,33.67,-0.69
FVRR,Fiverr International Ltd.,39.21,0.23006135,0.09,349204,13692288.84,1455577583,0.26313173,-0.10196278,-0.26720957,NYSE,,39.2,0.01
XPOF,"Xponential Fitness, Inc.",29.48,-3.3125615,-1.01,874839,25790253.72,1454487182,0.64963323,0.18704302,0.1019368,NYSE,,30.5,-1.02
DAWN,"Day One Biopharmaceuticals, Inc.",19.73,7.46187364,1.37,846475,16700951.75,1451873393.0000002,1.12671411,-0.25290845,-0.05068424,NASDAQ,,19.28,0.45
PDFS,"PDF Solutions, Inc.",38.34,0.68277311,0.26,187966,7206616.44,1448025624,0.68853672,0.02608923,0.1829109,NASDAQ,,38.16,0.18
VCEL,Vericel Corporation,30.57,1.7982018,0.54,224803,6872227.71,1447925930.0000002,0.40471911,-0.03272251,-0.48859935,NASDAQ,,30.19,0.38
MNTK,"Montauk Renewables, Inc.",10.08,0,0,155032,1562722.56,1447525117.9999998,0.45213498,0.04962779,0.1490313,NASDAQ,,10.09,-0.01
VRE,"Veris Residential, Inc.",15.85,-0.50219711,-0.08,474148,7515245.8,1444959979,1.04892065,-0.03153579,0.3164557,NYSE,,15.93,-0.08
RYI,Ryerson Holding Corporation,39.02,-1.71284635,-0.68,590930,23058088.6,1443293022,0.2822086,-0.07682458,-0.31932558,NYSE,,39.57,-0.55
PRIM,Primoris Services Corporation,27.14,-0.65885798,-0.18,348976,9471208.64,1442097074,0.49270746,0,-0.0736106,NASDAQ,0.2,27.45,-0.31
UDMY,"Udemy, Inc.",9.9,0.10111223,0.01,326416,3231518.4,1439062893,0.29531004,-0.05050505,-0.05050505,NASDAQ,,9.89,0.01
NBR,Nabors Industries Ltd.,152.2,-4.19237064,-6.66,191548,29153605.6,1433073279,0.44320388,-0.44159498,-0.72411769,NYSE,,158.4,-6.2
AAT,"American Assets Trust, Inc.",23.6,-3.5159444,-0.86,802273,18933642.8,1432940917,2.56610967,0.10599958,0.04237288,NYSE,,24.51,-0.91
AMPL,"Amplitude, Inc.",13.42,-1.97224251,-0.27,378279,5076504.18,1429825084,0.42309001,-0.07451565,0,NASDAQ,,13.75,-0.33
CODI,D/B/A Compass Diversified Holdings Shares of Beneficial Interest,19.77,-1.34730539,-0.27,186662,3690307.74,1427447970.9999998,0.68745643,0.20273695,-0.10106114,NYSE,,20,-0.23
CIM,Chimera Investment Corporation,6.14,-2.69413629,-0.17,1917293,11772179.02,1423414819,0.98895386,-0.40617384,-0.32520325,NYSE,0.04,6.3,-0.16
ALTI,"Alvarium Tiedemann Holdings, Inc.",12.65,8.957795,1.04,419048,5300957.2,1423390969,,0.88,0.88,NASDAQ,-0.52,11.82,0.83
VRTS,"Virtus Investment Partners, Inc.",196.68,-2.78285799,-5.63,55148,10846508.64,1422384430,0.80151957,-0.28189044,-0.36791759,NASDAQ,,202.82,-6.14
MCRI,"Monarch Casino & Resort, Inc.",74.33,-0.69472278,-0.52,123034,9145117.22,1421359825,0.57205656,-0.09408602,-0.18799517,NASDAQ,,75.02,-0.69
RDNT,"RadNet, Inc.",24.52,0.65681445,0.16,156332,3833260.64,1418144696.9999998,0.27223671,-0.0407498,0.20424837,NASDAQ,,24.3,0.22
DDD,3D Systems Corporation,10.81,-1.99456029,-0.22,1390855,15035142.55,1417858664,0.5835569,0.09250694,0.3245248,NYSE,0,11.03,-0.22
MATV,"Mativ Holdings, Inc.",25.75,1.57790927,0.4,378310,9741482.5,1415613283,0.47403896,0,-0.15503876,NYSE,,25.41,0.34
UPST,"Upstart Holdings, Inc.",17.39,-6.50537634,-1.21,4416861,76809212.79,1415309948,0.61723454,0.08633094,-0.22948939,NASDAQ,0.17,18.15,-0.76
EAF,GrafTech International Ltd.,5.51,-1.07719928,-0.06,1721992,9488175.92,1413940752,0.8398591,0.2722323,0.18132366,NYSE,,5.575,-0.065
IE,Ivanhoe Electric Inc.,15.15,-7.22596448,-1.18,474269,7185175.35,1408352851.0000002,0.82024155,-0.26367831,0,NYSE ARCA,,16,-0.85
ALKT,"Alkami Technology, Inc.",15.21,-1.93423598,-0.3,213250,3243532.5,1403920996,0.65458991,0.03290556,0.330033,NASDAQ,,15.61,-0.4
WRBY,Warby Parker Inc.,12.17,-0.89576547,-0.11,862754,10499716.18,1401607469.0000002,0.36421631,-0.08216927,0.08230453,NYSE,,12.21,-0.04
RPAY,Repay Holdings Corporation,7.8,-2.5,-0.2,680128,5304998.4,1400956154,0.35420102,0,-0.38363171,NASDAQ,,8,-0.2
PLUS,ePlus inc.,51.89,-2.02039275,-1.07,77873,4040829.97,1396189148,0.65854632,-0.01925669,0.03853565,NASDAQ,,53.14,-1.25
CTS,CTS Corporation,44.02,0.70921986,0.31,80609,3548408.18,1394026517.9999998,0.49324729,0,0.06819732,NYSE,,43.8,0.22
DNOW,NOW Inc.,12.6,-1.17647059,-0.15,1033794,13025804.4,1390116056,1.05317719,-0.15847861,0.11918951,NYSE,,12.67,-0.07
ANF,Abercrombie & Fitch Company,28.36,2.27190768,0.63,1344475,38129311,1389689470,0.42648803,0.28288543,0.47829938,NYSE,,27.86,0.5
RADI,"Radius Global Infrastructure, Inc.",14.58,0.13736264,0.02,4961664,72341061.12,1389234322,0.27932454,-0.03429355,-0.03429355,NASDAQ,0,14.55,0.03
VVX,"V2X, Inc.",44.75,-2.86520512,-1.32,83572,3739847,1383994433,0.44706972,0.15652952,0.33602151,NYSE,,45.7,-0.95
HLIT,Harmonic Inc.,12.45,-1.73638516,-0.22,1739636,21658468.2,1382829929,1.08150978,-0.12033694,-0.2803364,NASDAQ,0.2179,12.67,-0.22
EVBG,"Everbridge, Inc.",34.34,-1.2366983,-0.43,438954,15073680.36,1382636552,0.64766342,0.02913753,0.07287567,NASDAQ,-0.04,34.95,-0.61
VBTX,"Veritex Holdings, Inc.",25.52,-2.74390244,-0.72,342442,8739119.84,1382089916,0.93002485,-0.1369595,-0.15649452,NASDAQ,,26.13,-0.61
MGNI,"Magnite, Inc.",10.22,-0.38986355,-0.04,1413844,14449485.68,1380284361,0.38179499,-0.09775171,0,NASDAQ,-0.07,10.21,0.01
OTLY,Oatly Group AB,2.33,1.30434783,0.03,2410723,5616984.59,1378840410,0.60721269,0.86206897,0.42918455,NASDAQ,0,2.29,0.04
UCTT,"Ultra Clean Holdings, Inc.",30.56,-0.97213221,-0.3,314987,9626002.72,1368664428,0.64506828,0.16388069,0.6090535,NASDAQ,,30.84,-0.28
TFIN,"Triumph Financial, Inc.",59.1,-2.49133806,-1.51,181999,10756140.9,1364691906,0.9396673,0.06772773,-0.05073567,NASDAQ,,60.15,-1.05
TTMI,"TTM Technologies, Inc.",13.3,-0.29985007,-0.04,604705,8042576.5,1364378478,1.24648963,-0.03760812,-0.22522523,NASDAQ,,13.37,-0.07
ASTS,"AST SpaceMobile, Inc.",6.8,-2.57879656,-0.18,1910765,12993202,1360071404.0000002,0.70550125,-0.14684288,0.29498525,NASDAQ,0.16,7.02,-0.22
DICE,"DICE Therapeutics, Inc.",28.51,-9.40578329,-2.96,1601365,45654916.15000001,1359105265,3.63758897,-0.03507541,0.03510004,NASDAQ,,31,-2.49
CTKB,"Cytek Biosciences, Inc.",10,-1.47783251,-0.15,694886,6948860,1354306182.9999998,0.70263263,-0.39840637,-0.29910269,NASDAQ,,10.15,-0.15
FCEL,"FuelCell Energy, Inc.",3.33,-2.34604106,-0.08,8695313,28955392.29,1351057837,0.90443031,0,0,NASDAQ,0.06,3.4,-0.07
LZB,La-Z-Boy Incorporated,31.2,0.1283697,0.04,309966,9670939.2,1345844711,0.31511754,-0.08006405,0,NYSE,,31.09,0.11
MOD,Modine Manufacturing Company,25.52,-0.0391696,-0.01,382414,9759205.28,1330107166.9999998,0.50675889,0.07843137,0.04900519,NYSE,-0.02,25.5,0.02
VRDN,"Viridian Therapeutics, Inc.",32.92,0.82695253,0.27,376828,12405177.76,1324972160.0000002,0.6300704,-0.13663276,-0.33333333,NASDAQ,-1.51,32.46,0.46
SOVO,"Sovos Brands, Inc.",13.12,0.69071374,0.09,296220,3886406.4,1324621202,1.00988929,-0.22906979,-0.15232292,NASDAQ,,12.97,0.15
AKR,Acadia Realty Trust,13.94,-2.99234516,-0.43,811151,11307444.94,1323696615,0.48700862,0.03589375,-0.03586801,NYSE,,14.34,-0.4
STEM,"Stem, Inc.",8.56,-2.17142857,-0.19,2056814,17606327.84,1323159818,0.38125398,-0.05837712,-0.11668611,NYSE,0.02,8.7,-0.14
MODV,ModivCare Inc.,93.57,4.00133378,3.6,126118,11800861.26,1322922951.9999998,0.72408913,0.22491164,0.54257319,NASDAQ,,90.1,3.47
MSEX,Middlesex Water Company,74.85,0.22763792,0.17,166204,12440369.4,1320514681,0.7211645,0.20737173,-0.29286475,NASDAQ,,75.02,-0.17
NMRK,"Newmark Group, Inc.",7.68,-1.15830116,-0.09,1237322,9502632.96,1319726075,0.94083553,-0.06510417,0.19582245,NASDAQ,-0.15,7.73,-0.05
CHEF,"The Chefs' Warehouse, Inc.",34.1,-1.13076254,-0.39,275263,9386468.3,1316239206,0.59267295,-0.02930832,-0.05859947,NASDAQ,,34.5,-0.4
ECVT,Ecovyst Inc.,10.68,-0.8356546,-0.09,1283968,13712778.24,1315712775,0.65129859,-0.23353573,-0.23353573,NYSE,0,10.78,-0.1
PGTI,"PGT Innovations, Inc.",21.81,0.36815462,0.08,373719,8150811.39,1312488335,0.45110358,-0.04585053,-0.13742556,NYSE,,21.74,0.07
HIMX,"Himax Technologies, Inc.",7.53,-2.58732212,-0.2,622699,4688923.47,1312468232,0.65171728,0.06644518,0.13297872,NASDAQ,0,7.74,-0.21
MOMO,Hello Group Inc.,8.6,-3.91061453,-0.35,1790179,15395539.4,1311262468,1.48757305,-0.16271502,-0.34802784,NASDAQ,-0.15,8.84,-0.24
WNC,Wabash National Corporation,27.59,1.5832106,0.43,393845,10866183.55,1310885269.0000002,0.482648,-0.01812579,0.01813237,NYSE,,27.14,0.45
TNC,Tennant Company,70.6,-0.94008699,-0.67,70536,4979841.6,1307789671,0.41666982,0.02831658,-0.14134276,NYSE,,71.16,-0.56
ENFN,"Enfusion, Inc.",11.35,12.26508408,1.24,1248982,14175945.7,1305876810,5.2625678,-1.48212729,-2.50215703,NYSE,,11.5,-0.15
ERII,"Energy Recovery, Inc.",23.19,-2.93009627,-0.7,415392,9632940.48,1305116836,0.86236521,0.12953368,-0.08616975,NASDAQ,,23.89,-0.7
SNCY,"Sun Country Airlines Holdings, Inc.",22.74,9.74903475,2.02,778973,17713846.02,1303575882.0000002,1.98412957,-0.26304253,-0.30674847,NASDAQ,,20.79,1.95
AGIO,"Agios Pharmaceuticals, Inc.",23.56,-2.52378982,-0.61,481892,11353375.52,1302519780.0000002,0.64652907,-0.21195422,-0.42301184,NASDAQ,,23.99,-0.43
MLNK,"MeridianLink, Inc.",16.08,-0.18621974,-0.03,63960,1028476.8,1301156760,0.58515516,0.06222775,0.18691589,NYSE,,15.97,0.11
AVNS,"Avanos Medical, Inc.",27.9,-3.259362,-0.94,358988,10015765.2,1300109181,0.71729068,-0.03581662,0.28745958,NYSE,,28.9,-1
WWW,"Wolverine World Wide, Inc.",16.47,-0.18181818,-0.03,879078,14478414.66,1300036361,0.44536069,-0.15151515,-0.12124886,NYSE,,16.47,0
KRP,Kimbell Royalty Partners,16.3,0,0,679037,11068303.1,1299374560,0.80824472,-0.24479804,-0.09193993,NYSE,-0.55,16.65,-0.35
ZUO,"Zuora, Inc.",9.71,-3.38308458,-0.34,1669314,16209038.94,1297459915,0.56555545,-0.15424165,-0.35915854,NYSE,,10.05,-0.34
BRCC,BRC Inc.,6.11,0.82508251,0.05,417746,2552428.06,1297453647.0000002,0.52137096,0.24610336,0.41084634,NYSE,0.08,6.05,0.06
AVID,"Avid Technology, Inc.",29.61,-0.63758389,-0.19,163766,4849111.26,1296250338.0000002,0.3456571,0,0.27109454,NASDAQ,-0.51,29.73,-0.12
ALHC,"Alignment Healthcare, Inc.",6.9,-4.29958391,-0.31,1083888,7478827.2,1292244749,0.5555758,-0.0724113,-0.0724113,NASDAQ,0.08,7.18,-0.28
CD,Chindata Group Holdings Limited,6.91,-7.49665328,-0.56,1467707,10141855.37,1290346796,1.09478872,-0.36101083,-0.36101083,NASDAQ,-0.1899,7.44,-0.53
RCUS,"Arcus Biosciences, Inc.",17.67,-0.67453626,-0.12,632688,11179596.96,1290110201,0.3892603,-0.11305822,-0.33840948,NYSE,,17.79,-0.12
AUPH,Aurinia Pharmaceuticals Inc,9.04,-1.4176663,-0.13,2352605,21267549.2,1288893278,0.53282449,-0.16565433,0.22172949,NASDAQ,0.13,9.26,-0.22
HLX,"Helix Energy Solutions Group, Inc.",8.47,-2.64367816,-0.23,1791338,15172632.86,1288743574.9999998,0.69419949,0,-0.11792453,NYSE,0,8.66,-0.19
PRM,"Perimeter Solutions, SA",8.11,-3.45238095,-0.29,414519,3361749.09,1286484830.0000002,0.58183894,-0.12307692,-0.06157635,NYSE,,8.37,-0.26
DVAX,Dynavax Technologies Corporation,10.06,-1.85365854,-0.19,1198883,12060762.98,1284527554,0.34241934,-0.04962779,-0.02382749,NASDAQ,,10.25,-0.19
ANGI,Angi Inc.,2.54,-4.1509434,-0.11,543115,1379512.1,1281356911,0.57647868,-0.1980198,-0.39525692,NASDAQ,,2.63,-0.09
STRL,"Sterling Infrastructure, Inc.",41.81,3.33662877,1.35,357236,14936037.16,1278839876,0.737556,-0.03586372,-0.06931332,NASDAQ,,40.76,1.05
ADTN,"ADTRAN Holdings, Inc.",16.22,-2.0531401,-0.34,268645,4357421.9,1275384440.9999998,0.31310218,-0.18438844,0.03079766,NASDAQ,0.07,16.56,-0.34
MODN,"Model N, Inc.",33.65,-0.20759193,-0.07,230695,7762886.75,1269772431,0.7456871,-0.05940006,0.14880952,NYSE,-1.68,33.67,-0.02
KALU,Kaiser Aluminum Corporation,79.52,-1.49882324,-1.21,97190,7728548.8,1267608851,0.37049473,-0.25160398,-0.25160398,NASDAQ,,80.39,-0.87
ESRT,"Empire State Realty Trust, Inc.",7.83,-1.13636364,-0.09,1336087,10461561.21,1263910286,1.07459242,-0.44500954,-0.19120459,NYSE,,7.92,-0.09
HPP,"Hudson Pacific Properties, Inc.",8.82,-4.44203684,-0.41,3040182,26814405.24,1263511059,1.21787545,-0.33898305,-0.22624434,NYSE,,9.2,-0.38
DO,"Diamond Offshore Drilling, Inc.",12.47,-4.95426829,-0.65,1193419,14881934.93,1263462516.0000002,0.54250532,-0.04004806,-0.04004806,NYSE,0,13.08,-0.61
KFRC,"Kforce, Inc.",62.1,-0.68766992,-0.43,141833,8807829.3,1261969786.9999998,0.67300204,0.05641976,0.14520813,NASDAQ,,62.68,-0.58
OLO,Olo Inc.,7.79,-1.01651842,-0.08,589944,4595663.76,1255749824,0.31148158,0.58027079,0.51546392,NYSE,0,7.88,-0.09
KRO,Kronos Worldwide Inc,10.87,-1.36116152,-0.15,225699,2453348.13,1255159149,0.46099858,-0.27522936,-0.09191176,NYSE,,11,-0.13
SCLX,Scilex Holding Company,8.86,-3.48583878,-0.32,224202,1986429.72,1254565866,0.64054888,0.11312217,0.22650057,NASDAQ,0.33,9.43,-0.57
PRG,"PROG Holdings, Inc.",26.08,-0.64761905,-0.17,581999,15178533.92,1252772789,0.51596026,-0.24851845,-0.19127774,NYSE,,26.14,-0.06
MLTX,MoonLake Immunotherapeutics,22.87,3.01801802,0.67,314398,7190282.26,1252202804.9999998,0.92095221,0.57042563,1.19205298,NASDAQ,0,22.35,0.52
MD,"Pediatrix Medical Group, Inc.",15.07,-0.1325381,-0.02,717497,10812679.79,1251306551.9999998,0.78992339,0.13289037,0.16616816,NYSE,,15.08,-0.01
USPH,"U.S. Physical Therapy, Inc.",96.01,0.20874648,0.2,87576,8408171.76,1250899420,0.49446439,-0.20292419,0,NYSE,,95.65,0.36
MNKD,MannKind Corporation,4.75,-1.04166667,-0.05,1959245,9306413.75,1250179039,0.35180987,-0.31446541,-0.10504202,NASDAQ,0,4.78,-0.03
CMRE,Costamare Inc.,10.2,-1.06692532,-0.11,391201,3990250.2,1241582899,0.43034524,-0.09794319,-0.14684288,NYSE,,10.29,-0.09
HNI,HNI Corporation,29.94,-0.43232458,-0.13,240929,7213414.26,1239726217.9999998,0.63534974,-0.13333333,-0.19986676,NYSE,-4.94,30.15,-0.21
LGND,Ligand Pharmaceuticals Incorporated,72.57,1.46812081,1.05,94527,6859824.39,1239253084,0.32614708,-0.15817344,-0.20621391,NASDAQ,,71.83,0.74
MCG,Membership Collective Group Inc.,6.26,-0.15948963,-0.01,275093,1722082.18,1236862867,0.73752103,-0.79617834,0.1607717,NYSE,0.73,6.26,0
UEC,Uranium Energy Corp.,3.34,-5.91549296,-0.21,9800605,32734020.7,1235142120,1.29566448,-0.29985007,-0.15015015,NYSE ARCA,0.05,3.53,-0.19
ADPT,Adaptive Biotechnologies Corporation,8.6,1.65484634,0.14,936163,8051001.8,1231750067,0.94011287,-0.17411492,-0.17411492,NASDAQ,0.05,8.45,0.15
REPL,"Replimune Group, Inc.",21.73,-0.27535567,-0.06,277178,6023077.94,1231112517,0.19640716,-0.1837813,-0.25252525,NASDAQ,,21.87,-0.14
PRO,"PROS Holdings, Inc.",26.83,-3.2455824,-0.9,217716,5841320.28,1230770671,0.92162659,-0.03727171,-0.07451565,NYSE,,27.66,-0.83
RYTM,"Rhythm Pharmaceuticals, Inc.",21.68,-1.09489051,-0.24,654724,14194416.32,1230287501,0.49842629,-0.27586207,-0.86837294,NASDAQ,,21.73,-0.05
MBUU,"Malibu Boats, Inc.",60.4,1.00334448,0.6,190808,11524803.2,1228857717.0000002,0.7334341,0.19887305,0.03309067,NASDAQ,,59.57,0.83
PL,Planet Labs PBC,4.51,-1.74291939,-0.08,1076121,4853305.71,1227189296,0.63563875,0.11086475,0,NYSE,0.07,4.58,-0.07
SRG,Seritage Growth Properties,10.94,1.48423006,0.16,1121288,12266890.72,1225988471,1.47400121,0,0.09149131,NYSE,-0.09,10.77,0.17
MBC,"MasterBrand, Inc.",9.55,-0.52083333,-0.05,1197722,11438245.1,1222589999.9999998,0.74611177,0.42060988,0.73839662,NYSE,-0.59,9.55,0
GERN,Geron Corporation,2.79,-1.41342756,-0.04,2914362,8131069.98,1219540674.0000002,0.66547839,-0.8912656,0.27051398,NASDAQ,0.04,2.82,-0.03
RC,Ready Capital Corporation,11.01,-0.63176895,-0.07,1558759,17161936.59,1219163402,0.49054204,0,-0.04539265,NYSE,0.04,11.11,-0.1
TMCI,"Treace Medical Concepts, Inc.",20.23,0,0,632135,12788091.05,1219133591,1.35565982,-0.22238695,-0.68863748,NASDAQ,3.47,20.33,-0.1
GDEN,"Golden Entertainment, Inc.",43.22,-0.18475751,-0.08,408204,17642576.88,1217895957,0.78406973,0.03468609,0,NASDAQ,,43.29,-0.07
PX,"P10, Inc.",10.4,-2.16368768,-0.23,260197,2706048.8,1217366506.9999998,1.75723433,-0.09606148,-0.19193858,NYSE,,10.78,-0.38
TDS,"Telephone and Data Systems, Inc.",11.58,-0.94097519,-0.11,1773188,20533517.04,1216482473,0.76192274,-0.04319654,-0.12947777,NYSE,,11.64,-0.06
PSFE,Paysafe Limited,20.05,-1.28015756,-0.26,389095,7801354.75,1215303891,0.86131172,-0.06180716,-0.54563492,NYSE,,20.34,-0.29
CAMT,Camtek Ltd.,27.33,-1.12156295,-0.31,65332,1785523.56,1213805673.9999998,0.31491094,0,0.03663004,NASDAQ,0.32,27.52,-0.19
NSSC,"NAPCO Security Technologies, Inc.",33.02,1.72520025,0.56,313764,10360487.28,1213343688,0.77322404,0.09096422,0.06062443,NASDAQ,0.48,32.5,0.52
ACLX,"Arcellx, Inc.",27.62,-0.0723589,-0.02,159736,4411908.32,1211244569,0.43669861,0.14508524,-0.14466546,NASDAQ,,27.58,0.04
SPNT,SiriusPoint Ltd.,7.44,3.33333333,0.24,680610,5063738.4,1208118144,0.97660844,0.28440874,0.4048583,NYSE,,7.2,0.24
DGII,Digi International Inc.,33.62,-0.88443396,-0.3,397758,13372623.96,1201701424.9999998,1.21267252,-0.02973536,-0.07430525,NASDAQ,,33.87,-0.25
FREY,FREYR Battery,8.58,-1.60550459,-0.14,1427089,12244423.62,1198670869,0.384508,0.05830904,0.17513135,NYSE,0.03,8.72,-0.14
NOAH,Noah Holdings Limited,19.23,-2.63291139,-0.52,82836,1592936.28,1195623689.17095,0.48710105,0.2084419,0.62794349,NYSE,,19.69,-0.46
CARS,Cars.com Inc.,18.03,0.44568245,0.08,438740,7910482.2,1192754452,0.3987336,0.11104942,0.16666667,NYSE,,17.95,0.08
GES,"Guess?, Inc.",21.81,0.64605445,0.14,503095,10972501.95,1187507730,0.6655797,0.09178522,0.06882312,NYSE,,21.76,0.05
ECPG,Encore Capital Group Inc,50.75,-2.51632731,-1.31,308434,15653025.5,1183625502,0.65040344,-0.0394011,-0.10827837,NASDAQ,,52.18,-1.43
STER,Sterling Check Corp.,12.27,-4.06567631,-0.52,157976,1938365.52,1181571687,0.55968347,0.49140049,0.16326531,NASDAQ,,12.83,-0.56
GLP,Global Partners LP Global Partners LP,34.72,-0.02879355,-0.01,88162,3060984.64,1180326006,0.4114125,0.3467206,0.43377675,NYSE,,34.73,-0.01
NXRT,"NexPoint Residential Trust, Inc.",46,-1.91897655,-0.9,82600,3799600,1179859028,0.34048155,-0.021777,0.14178209,NYSE,,47,-1
DFIN,"Donnelley Financial Solutions, Inc.",40.66,-0.92592593,-0.38,148577,6041140.82,1175123924,0.51202571,-0.36755697,-0.19636721,NYSE,,41.03,-0.37
RILY,"B. Riley Financial, Inc.",41.11,2.34005477,0.94,422038,17349982.18,1175006224,0.48598962,0.17052375,0.19493177,NASDAQ,,40.55,0.56
GRND,Grindr Inc.,6.76,-6.24133148,-0.45,2031106,13730276.56,1173024666,5.7771329,-0.14792899,0.14836795,NYSE,,6.14,0.62
OFLX,"Omega Flex, Inc.",115.8,-4.21043924,-5.09,11763,1362155.4,1168922542,,-0.16353934,-0.65947242,NASDAQ,,120.01,-4.21
USNA,"USANA Health Sciences, Inc.",60.51,-1.48160208,-0.91,99615,6027703.65,1167500027,0.76460859,0.23186486,0.1986755,NYSE,,61.44,-0.93
CLB,Core Laboratories N.V.,25.01,-2.15179969,-0.55,264957,6626574.57,1166316990,0.7305172,-0.15961692,0.08,NYSE,,25.47,-0.46
SEMR,"SEMrush Holdings, Inc.",8.24,0.61050061,0.05,356677,2939018.48,1165988261,1.00763243,-0.06056935,0.6097561,NYSE,,8.1,0.14
EIG,Employers Holdings Inc,42.94,-0.94579008,-0.41,87356,3751066.64,1165177118,0.6259303,-0.06981615,-0.04655493,NYSE,,43.34,-0.4
DAC,Danaos Corporation,57.51,-0.69072699,-0.4,80256,4615522.56,1164557612,0.45745972,0.1829109,0.10443864,NYSE,,57.81,-0.3
AMPS,"Altus Power, Inc.",7.31,2.38095238,0.17,814737,5955727.47,1161591181.9999998,0.65480178,0.13689254,0.48076923,NYSE,,7.16,0.15
SAFT,"Safety Insurance Group, Inc.",78.42,-0.20361415,-0.16,61393,4814439.06,1160649940.9999998,0.66304468,0.03190607,0.08299815,NASDAQ,,78.27,0.15
VERV,"Verve Therapeutics, Inc.",18.75,-0.31897927,-0.06,906037,16988193.75,1159373760,0.84294403,0.02667378,-0.26595745,NASDAQ,,18.73,0.02
BYND,"Beyond Meat, Inc.",18.06,-0.11061947,-0.02,1573692,28420877.52,1157547007,0.1898448,0.02769316,-0.22099448,NASDAQ,0.1294,18,0.06
MED,MEDIFAST INC,106.59,0.84200568,0.89,247033,26331247.47000001,1155951868,0.61706912,0.01876349,-0.17790262,NYSE,,106.03,0.56
DCOM,"Dime Community Bancshares, Inc.",30,-1.96078431,-0.6,117169,3515070,1155902138,0.39256199,-0.06662225,0,NASDAQ,,30.5,-0.5
AIV,Apartment Investment and Management Company,7.7,-1.4084507,-0.11,1728786,13311652.2,1154423787,1.09490802,-0.25906736,-0.3236246,NYSE,,7.85,-0.15
EWCZ,"European Wax Center, Inc.",18.16,-2.10242588,-0.39,648808,11782353.28,1154105180.9999998,2.23346139,-0.27487631,-0.32967033,NASDAQ,-0.11,18.65,-0.49
NVRO,Nevro Corp.,32.31,0.37278658,0.12,485618,15690317.58,1148141810,0.3221516,0,-0.06188119,NYSE,,32.36,-0.05
DFH,"Dream Finders Homes, Inc.",12.39,-0.32180209,-0.04,227430,2817857.7,1147390422,0.77872279,-0.08064516,0.08077544,NYSE,,12.52,-0.13
GENI,Genius Sports Limited,5.09,1.59680639,0.08,900462,4583351.58,1145853509,0.87518526,0,0.09832842,NYSE,-0.08,4.99,0.1
JELD,"JELD-WEN Holding, Inc.",13.48,0.97378277,0.13,500405,6745459.4,1140388915,0.61613578,-0.07407407,0,NYSE,,13.38,0.1
MATW,Matthews International Corporation,37.44,0.08019246,0.03,133333,4991987.52,1138913692,1.05672324,-0.02671654,-0.02671654,NASDAQ,,37.62,-0.18
KC,Kingsoft Cloud Holdings Limited,4.27,-3.17460317,-0.14,1763879,7531763.33,1138817009.60145,0.44679142,-0.46565774,-0.46565774,NASDAQ,0.04,4.35,-0.08
DMLP,"Dorchester Minerals, L.P.",29.63,-3.10660562,-0.95,115555,3423894.65,1136947231,0.57796113,0.47409414,0.71283096,NASDAQ,0.52,30.64,-1.01
IOVA,"Iovance Biotherapeutics, Inc.",7.2,3.74639769,0.26,4599929,33119488.8,1136452118,1.04159359,-0.0694927,-0.48442907,NASDAQ,0,6.94,0.26
PTGX,"Protagonist Therapeutics, Inc.",23.09,51.90789474,7.89,22971355,530408586.95,1135991295,16.50774029,-0.68817204,-0.9951934,NASDAQ,-0.19,16.97,6.12
OBNK,"Origin Bancorp, Inc.",36.87,-1.23225288,-0.46,59123,2179865.01,1134439040,0.45859529,-0.02711497,0,NASDAQ,,37.12,-0.25
PBT,Permian Basin Royalty Trust,24.3,-1.937046,-0.48,71708,1742504.4,1132598693,0.4766665,-0.04113534,0.28889806,NYSE,,24.64,-0.34
DCPH,"Deciphera Pharmaceuticals, Inc.",14.88,-1.3916501,-0.21,589102,8765837.76,1130095547.9999998,0.72834745,0.13454423,0.16823688,NASDAQ,0,15.18,-0.3
CLBT,Cellebrite DI Ltd.,5.95,-2.13815789,-0.13,121102,720556.9,1128413070,0.30585959,-0.16778523,-0.33500838,NASDAQ,,6.08,-0.13
CNXN,"PC Connection, Inc.",42.82,-2.43791296,-1.07,45050,1929041,1126716678,0.63782739,-0.02337541,0.42263442,NASDAQ,,43.84,-1.02
DIN,"Dine Brands Global, Inc. Common Stock",71.95,-2.42744779,-1.79,378791,27254012.45,1123004939,0.79046538,-0.12359566,-0.01390241,NYSE,,73.77,-1.82
DOLE,Dole plc,11.83,-2.15053763,-0.26,757019,8955534.77,1122655187,1.01882096,-0.12658228,-0.04222973,NYSE,0.05,12.1,-0.27
